date,likesCount,commentsCount,text
2020-09-16 05:53:02+00:00,0,1,"What about 1936, very convenient to start at 1950"
2020-09-16 04:43:38+00:00,2,5,The VAST majority of Earths history has been a LOT warmer than we are now.  Modern humans have only been around for a tiny fraction of that time.  Trilobites must have not been very (green)...🤔
2020-09-16 02:54:25+00:00,0,5,"Has a lot to do with the sun,"
2020-09-16 02:53:35+00:00,4,5,"Wow, we are almost as warm as we were in the medieval climate optimum around a thousand years ago!"
2020-09-16 02:43:14+00:00,0,5,"Can you continue back further in time, by whatever means you have to determine temperature?"
2020-09-16 02:33:43+00:00,3,1,We never had climate change till they strady shooting rockets in to space. The more we explore space the words our planet changes. You blame our cars . What about rocket file it takes to lift off. To get in to space.
2020-09-16 02:22:06+00:00,4,2,Anyone else think climate change is a natural part of earth's cycle
2020-09-16 01:54:53+00:00,1,3,Alright... so who caused the ice age?
2020-09-16 01:13:24+00:00,3,2,"Moonlandings, climate change, covid, etc are hoaxes. Don't buy."
2020-09-15 23:03:53+00:00,0,1,Southern hemisphere?
2020-09-15 22:54:01+00:00,16,6,"I remember in the 70’s everything was about a new ice age. That did not happen. 
Read Apocalypse Never by Micheal Sellenberger. Get some real, solid information"
2020-09-15 22:53:10+00:00,2,23,Summers are getting hotter and winters are getting colder as a result of climate change
2020-09-15 22:25:05+00:00,6,29,"The Southern Hemisphere has gotten colder,  which means what then....."
2020-09-15 22:18:48+00:00,2,22,"Is there a reason the change escalates so drastically in the 1980s?

I know we saw a huge spike in CO2 at the start of the Industrial Revolution, and by this chart we can see the temps increase around that time but they stay mostly steady-ish up until roughly 1980 then it starts to spike again."
2020-09-15 22:18:44+00:00,2,14,"How does one go about taking the earth's temperature? I know how to take my own temperature, but that's it. If it's a matter of taking a bunch of temperatures in a bunch of locations, how do you decide which locations?"
2020-09-15 22:15:12+00:00,1,4,Why start at 1951?
2020-09-15 22:08:48+00:00,3,7,"Oh, don't worry - 
prez said that soon it will start cooling down again."
2020-09-15 22:05:34+00:00,5,12,Climate change is real
2020-09-15 21:57:52+00:00,10,12,"Global warming , it’s happened before , it’s happening now , it will happen again.  There will probably be an Ice  Age .   Live life while your still here."
2020-09-15 21:43:00+00:00,4,7,What was the reason for the dust bowl in the1920’s
2020-09-15 21:42:26+00:00,28,24,It’s not all Climate change believe me there’s a lot of other things to consider here & u all no it. The lying Democrats think their always right u know it.
2020-09-15 21:41:48+00:00,0,2,"Link doesn't seem to be working, can you repost?"
2020-09-15 21:40:29+00:00,15,8,"""I dont think science knows!"""
2020-09-15 21:36:59+00:00,16,8,The climate is changing but it’s ridiculous to think that we humans can change that! If we’re the cause what caused the last ice age to melt??
2020-09-15 21:36:05+00:00,3,7,Re ord being from 1860 something...lolol
2020-09-15 21:30:35+00:00,7,8,The sad thing is that if we look at projected crude oil demand and new coal fired power plants coming online next 10 years this graph will continue to increase exponentially
2021-09-23 17:33:32+00:00,0,1,Don’t worry.  It will start getting cooler now.  And when you’re freezing cold nobody will be talking about global warming.  Then it will be when will this freeze end.  It was a very mild summer in CA this year.
2021-09-23 17:24:15+00:00,0,0,Lower
2021-09-23 16:20:52+00:00,0,0,unfortunatelly
2021-09-23 16:20:04+00:00,0,2,Can we speak about a climate change based only on data between 1880 - 2020 ?
2021-09-23 16:00:27+00:00,3,3,"Okay Students...repeat after me truth NUCLEAR BOMBS EITHER BEING TESTED ABOVE OR BELOW GROUND NUKING  FORIEGN COUNTRIES!!!! And repeat the lie it's air pollution causing global warming. From your car factories, or coal factories, or air pollution from exhaust fumes from vehicles or candy factories or whatever government or eco friendly tree huggers says it is cuz they wouldn't lie and place a thousand taxable regulations on innocent people ever  😉"
2021-09-23 15:35:49+00:00,0,5,If Christians actually read their Bibles they would know that Climate Change is completely biblical! To deny climate change is to deny the Bible!
2021-09-23 15:25:33+00:00,1,9,"One (1) degree C in 140 years...

...got it"
2021-09-23 15:23:31+00:00,11,13,That is only 150 years of data. Periods of global heating and cooling have lasted for thousands of years according to geological data. The temperature could start a downward cycle at any time
2021-09-23 15:13:56+00:00,6,0,Excellent reports by NASA.  Too bad be are living in an Era of celebrating ignorance.
2021-09-23 15:07:41+00:00,1,0,Dalton Van Stratten this is interesting!
2021-09-23 15:07:22+00:00,6,1,"NASA climate, thank you"
2021-09-23 14:37:39+00:00,0,0,Andy Welborn
2021-09-23 14:37:35+00:00,3,0,"Our Planet is Hotter!!!
And Climate Change is Here !!!
These People are Experts !!!
Simple as That !!!
Now Let Me Put it To You This Way !!!
There is No Planet 🌎 B !!!!!!😠😎😷"
2021-09-23 14:34:29+00:00,0,0,😳
2021-09-23 13:59:46+00:00,1,3,"We are still at the tail end of an ice age. 

The earth is SUPPOSED to be warming.

We just need to sequester the carbon we mined and turned to a gaseous phase"
2021-09-23 13:48:22+00:00,10,6,"Earth goes through these cycles every so often, the weather people has only been keeping data for a very short time and want to teach us about how the Earth behaves from millions of years back to our present day……they are full of air……"
2021-09-23 13:42:57+00:00,0,1,"So, what you're say is we need more volcanic eruptions to blanket the earth with ash and cool it down? We're going to need Dr Evils help after all"
2021-09-23 13:38:47+00:00,0,0,Thank you for posting..and replying to the idiot deniers
2021-09-23 13:30:37+00:00,2,5,My understanding is that you don’t account for solar activity(flares) to the climate and attribute that data towards human caused change which skews the conclusion. The climate may be changing but the % of human caused climate change is almost negligible if you account for the data properly.
2021-09-23 13:19:12+00:00,1,4,"How much do this contribute to the sea level rise in oceans  
https://sealevel.nasa.gov/news/111/lasting-impressions-ice-age-echoes-affect-present-day-sea-level  Would be greatful for an answer"
2021-09-23 12:56:00+00:00,1,3,Let’s see an eon of comparison…this short a sample is ridiculous.
2021-09-23 11:16:23+00:00,0,1,"115 Times More Than Man

https://scitechdaily.com/deadwood-releasing-10-9-gigatons-of-carbon-every-year-more-than-all-fossil-fuel-emissions-combined/"
2021-09-23 05:54:34+00:00,1,1,Think how to neutralize the global warming?
2021-09-23 02:23:15+00:00,6,7,Quit chopping down all the forest maybe that may help?  Or is someone going to tell me that doesn't play a role?
2021-09-23 02:08:08+00:00,0,0,"Meziah Jolley what money, exactly?"
2021-09-23 02:04:13+00:00,37,62,Blah blah blah. There is nothing man can do to stop this or create this. Remember when scientists said the next ice age is coming. When Al Gore said the world wouldn't make 2012. Remember how many times these climate scientists changed the data to prove their beliefs.  No offense NASA the data proves we are getting warmer. It does not prove However that man caused it.
2021-09-23 01:57:43+00:00,1,0,The ‘die back’ Is going to be horrendous.
2021-09-23 01:45:28+00:00,0,0,.98 Lowest smoothing
2021-09-22 23:57:58+00:00,2,6,I'm STILL waiting for that Next Ice Age scare in the '70s!
2021-09-22 23:44:34+00:00,0,0,sad that its just a matter of time now.
2021-09-22 22:33:02+00:00,9,0,Denying human involvement in climate change does not change facts. The data is revealing.
2021-09-22 22:32:27+00:00,0,0,Oh dear
2021-09-22 19:56:33+00:00,0,0,Ruth Crowl Frank Bulbeck. Wow..
2023-07-15 06:19:49+00:00,0,0,"Thats correct. There is a pattern also that alternates within our seismograph charts concerning our orbital plain, a Triannual process that reoccurs  within our planets equinoxes..our seasons..they correlate."
2022-10-26 16:40:49+00:00,54,14,"I'm kinda surprised that the trolls blaming ""Earth's natural cycles"" haven't already chimed in..."
2022-10-27 03:43:12+00:00,6,5,Hey NASA any chance you could give us your annual fuel usage over the last 60 years? 🙄
2022-10-26 20:53:57+00:00,4,0,A really good analogy of the effect of CO2 in our atmosphere.
2022-10-26 18:25:43+00:00,13,42,What confuses me is if this coat is getting “puffier” how are all-time cold records still being broken? Is this normal?
2022-10-26 16:34:59+00:00,4,17,How can we stop increasing the amount of CO2?
2022-10-26 21:22:10+00:00,0,6,Question to NASA. How do you calculate these average worldwide temperatures?
2022-10-26 17:35:44+00:00,0,0,How to drink 💧 water 💦. How to observe.maybe .
2022-10-26 18:40:30+00:00,1,5,In 1750 how were they able to know the C02 in Our Atmosphere?
2022-10-26 22:41:27+00:00,3,0,"In terms raw CO2 ppm, the difference between now & 1750 is greater than the difference between 1750 and the last Ice Age. Just something to think about."
2022-10-27 10:46:09+00:00,2,0,"You know how people say “The Earth’s climate has been changing since long before people started using coal and gas and oil.”?  Well they’re correct. 

But how?  Why does the climate change?  

It’s not magic. 

The climate changes because the Earth’s orbit varies - it isn’t a perfect oval. No planet’s orbit is perfect. 

The tiny bit of change in our orbit means we get slightly more warmth from the sun during one phase and slightly less during the other. Just a tiny amount. 

The variation in orbit is called the Milankovitch Cycle. 

Does having a little more or less sun cause ice ages and warm spells?  Not on its own.

But when the Earth’s atmosphere warms just a smidge, the oceans warm up. And as they warm they release carbon dioxide.  When they cool down, they absorb carbon dioxide. 

It’s just the nature of gases - they’re absorbed into cool water and released when water warms up. Think about a pot of boiling water releasing bubbles.

Carbon dioxide (CO2) traps heat. So as the CO2 level in the air rises, the atmospheric temperature increases.  Which causes more CO2 to be released by the oceans.  Which raises the temperature some more. 

It’s a positive feedback loop.  

When our orbit is in the cooler phase the temperature falls and the CO2 level slowly goes back down.  Cooling off takes longer than warming up. 

During ice ages, the CO2 level was 180 parts per million (ppm) and during warm spells, the CO2 has been 280 ppm.
It’s been a  consistent system for 800,000 years. Heats up, cools very slowly. 180-280 ppm, back and forth. 

The problem is…for 150 years we’ve been digging up fossil fuels and burning them, adding CO2 to the atmosphere. Gigatons of CO2. Every year. 

So the CO2 level in the atmosphere is now over 400ppm.  

More carbon dioxide traps more heat -  like throwing another blanket on your bed.  

And climate change is causing more climate change. 

As the permafrost in Siberia thaws, gigatons of methane gas are being released. Methane traps 30 times more heat than CO2. 

Once-frozen Siberia has been burning, which releases more CO2. 

Melting glaciers mean the Earth loses reflectivity and absorbs more heat. Which causes more melting."
2022-10-26 21:46:34+00:00,1,12,"I think the emission of greenhouse gases will never stop. As long human still in need of materials, industries and mining will never stop. Without mining life will be different today because everything we see in the world today is from mining. Stop mining, stop greenhouse gases emissions"
2022-10-26 22:58:24+00:00,0,1,"By 'people' hope they refer to the BIG GREEDY ones ,the big manufacturing industry ...we swim in an ocean of plastic everything , from packaging your bread to plastic clothing and mostly everything in a household 😢"
2022-10-26 20:27:30+00:00,1,0,Great metaphor
2022-10-26 21:45:50+00:00,0,0,Excellent analogy
2022-10-27 00:00:34+00:00,0,0,"I love, and hate how NASA needs to use a 1st grade metaphor to convey this message. :D :("
2022-10-27 05:56:35+00:00,0,0,Actually with current pledges in emission reductions we are still adding insulation layers year by year for the next 28 years (minimum). We need to be much quicker…
2022-10-26 21:23:46+00:00,0,0,"I hope that each country should be reminded of their emissions by constantly tracking them in space and it is fascinating ,the coat should not be puffer."
2022-10-26 19:31:18+00:00,1,11,NASA Climate Change Is it not a bad idea to start building self sustaining city’s under domes? And perfect that way of life before climate just abruptly changes? 🤔 even if it’s possible to just do one ☝️ that data alone is priceless for future use. Just my humble opinion. I feel like the ship 🛳 has sailed on trying to curtail the climate issue
2022-10-26 19:40:45+00:00,2,0,"People co-evolved with other organisms like fungi. As the fungi adapt to a rapidly warming world, they are able to survive above human body temperature and pose a direct growing threat to human health. 

https://www.who.int/news/item/25-10-2022-who-releases-first-ever-list-of-health-threatening-fungi"
2022-10-26 19:22:29+00:00,1,0,"Are you similarly confused by the all-time record heat and drought, where the hottest years ever recorded are being experienced right now, or is that invisible to you?"
2022-10-26 18:42:51+00:00,0,0,"thank's of Philosophy share knowledge..., Partner.."
2022-10-26 19:21:28+00:00,0,3,"In the 70s we had fuel restrictions, general speed limit was dropped from 120km/h to 80. Filling stations closed overnight. Made long distance travell  difficult.  Trucks were not allowed to take freight between towns, trains had to be used. As a country, there was a huge drop in fuel used, as well as a disproportionate drop in traffic accidents and deaths. This got me thinking about all the carbon that over millions of years has been collected by the earth and now over a hundred we are digging it up and releasing it into the atmosphere... at some point it had to make a difference? I also thought about all the chemical uses of oil, we WILL use it up at some point!   
  However, people using climate change for nefarious ends does us no favors, people sense this and attack our efforts to reverse climate change."
2022-10-29 22:18:23+00:00,0,0,Sadly
2022-10-26 19:52:12+00:00,1,0,James Procak because the expanding heat allows the cold to drop down it changes the currents that would keep the cold from dropping down in areas that did not have the colder temperatures. As you’ve seen more extreme weather events are happening more often. Events that occurred maybe once in fifty years are now occurring every few years.
2022-10-26 17:46:41+00:00,1,0,Manuel Edgardo Lugo Recart
2022-10-31 03:54:28+00:00,0,0,We need fast and urgent funding to deal with the losses and damage
2022-10-26 19:29:42+00:00,0,0,Brody Smith
2022-12-12 13:34:22+00:00,0,0,Jim Vb
2022-10-26 16:02:42+00:00,1,2,"#ClimateChange #JPL #Anthropocene
[https://www.jpl.nasa.gov/topics/climate-change]"
2022-10-26 17:26:05+00:00,4,1,Mean while we continue to destroy the natural carbon removal systems and add more crap we don't really need https://phys.org/news/2012-06-algae-lichens-mosses-huge-amounts.html
2020-09-16 01:11:15+00:00,1,3,Taking advantage of the naive. Climate has been changing since the beginning of time. What we are doing now has little affect. The earth corrects itself over time
2020-09-16 12:01:08+00:00,2,11,Your predictions are based on FAKED computer parameters.
2020-09-17 17:56:19+00:00,0,1,"This earth has been changing since its  conception 
I do believe in global warming.
I would do away with combustion engines,(instead of spending this countries money to pay you for. Buying   a car with better gas 
Mileage.
Like the President from 2008 to 2012 did when he first came Into office).
2nd I would eliminate all plastics.  When I was a kid we did not have much plastic.
Coffee was in tins
Water was in glasses, car headlights were all glass.
There was no island in the Pacific  made of a
Plastic.
  Alaska had glaciers that did  ot melt.
 Folks wise up and let's protect Gods gift to us
Mother Earth"
2020-09-17 04:56:23+00:00,1,1,Exactly how long have they been keeping records. Clearly a blink of the eye in historical terms.
2020-09-16 01:54:28+00:00,1,2,If the greenhouse gas carbon dioxide is getting more in the Earth that would also mean it's getting denser. Why are the clouds not going up in elevation since they ride on the carbon dioxide oxygen mix
2020-09-15 22:28:57+00:00,11,12,Cut the crap. In the 70's the so-called experts tried to scare us to death saying we're all headed to another ice age! But I bet you liberal loons will block this post. Stop trying to cram this crap down our throats!!!!
2020-09-16 21:17:02+00:00,0,1,"Time has already long-run out to make any difference in global temperature reductions, it’s far too late now. The gross stupidity of the human race will be their own undoing. Serves them right for their pitiful arrogance. After humanity is extinct, the planet will once again heal itself over eons of time into the distant future, to once again become the paradise it was before the Humans harmed it."
2020-09-17 14:39:50+00:00,1,14,"Temperatures rising are from rising magma, that is what is warming ocean temperatures as well as land, and that is evident by increasing earthquakes and volcanic eruptions"
2020-09-16 01:56:32+00:00,1,2,"BS, the democrats are behind this, 1 volcano can dump more than 100,000 autos, and the forest mismanagement on the wast coast, if the environmental st would let them log the old groth that would nevet of happened."
2020-09-16 05:25:27+00:00,1,10,"Can you show us a 100,000 year graph? Can you show us a 20,000 year graph of ocean levels?"
2020-09-16 04:26:36+00:00,2,3,Climate change is and always has been in full motion. Its life on our volcanic planet.  For every burb by 1 volcano puts our more gases and carbon monoxide than 1000 China cities combines. I want my money back you thief.
2020-09-15 21:25:05+00:00,27,6,I wish this was simply old news and we had people who cared as the wealthiest and most powerful. I wish we didn't have to fight to save a beautiful and healthy planet.
2020-09-15 22:15:25+00:00,22,0,Is there anyone in NASA that can explain climate change to the president? Maybe with a short children's book with lots of pictures or maybe with puppets?
2020-09-16 01:22:28+00:00,18,8,Thank you to all of you at NASA Climate Change for making a difference. I get really despondent sometimes over the path towards disaster we seem to be treading. It makes my heart happy to see other people still fighting the good fight.
2020-09-15 23:08:47+00:00,6,0,"The current ruling class, who has control over the global political-economy, has the power to continue the burning of fossil fuels or to build a sustainable energy infrastructure. They have the power to meet the needs of displaced peoples who’s lives are destroyed by climate change, or leave them to die. 

A cursory look at even just our recent history of dealing with environmental disasters and displaced people (Katrina, Puerto Rico, these fires, the migrant ‘crises’ on the borders of Mexico, in the Mediterranean, etc) shows what decisions they will make. 

It’s not because they are uniquely evil people. It’s because of the logic of capital. They have an incentive, a near obligation, to maintain growth, maintain their bottom line. 

To fight climate change, we need to fight this apocalyptic class. As workers, people who every day reproduce the world around us, who have the power to change the world, we have the weapon of withholding  our labor to force capital to bend to our will (which, I imagine, would include not allowing the world to burn, destroying all of our and our loved ones futures).

Only when we work together, organize in our neighborhoods, workplaces, etc, will we have the power to challenge the system that is killing us.

Join a union. Join a socialist organization. Fight back in the streets. Read Lenin (and anyone else you think could help arm you with theory). We have to take this seriously if we are to have a future at all."
2020-09-15 21:55:18+00:00,12,13,Most of the disasters that you talked about. Is where the Earth is moving so the continents will move back together the United States is moving south and east it's not fast but it's moving and it's causing global warming. Because we are moving towards where it's warm. Why don't you look it up for yourself. We move one inch South every year and 3 in East every year. There is your global warming.
2020-09-15 23:41:15+00:00,5,1,"Wow! Well, I suppose the ultimate expert on GW is Mother Nature. Just saying I think she's trying to tell us something. No matter whose at fault or whether our changing weather patterns are cyclical maybe we ought to put out heads together and figure out the future of our planet for our kids and grandkids. Thanks 🌡️"
2020-09-16 00:30:03+00:00,4,2,"The fastest way to reduce car emissions is to promote affordable housing near job places.  Very few people are close enough to work to walk.  Very few streets are safe for cyclists.  In seeking affordable housing or in seeking job opportunities, a large number of people commute 30-60 minutes one way."
2020-09-15 23:04:40+00:00,4,8,To keeping our families. Together and work on helping to keep on building up what may come in a bad situation with our land.we can't stop this pandemic but if we stay together things can change.
2020-09-16 14:44:35+00:00,3,0,"These people in the comment section who haven’t dedicated their entire lives to science, and most likely get their “news” from YouTube, are trying to school NASA on how climate change works 😹🤡"
2020-09-15 22:30:24+00:00,6,0,"The data is there, scientific information is there however we at the mercy of a rich minority that will not stop at anything for profits!!!!"
2020-09-15 23:26:19+00:00,2,0,Plant more trees stop building malls build in old parts of cities save are land redo old neighborhood a 100 acres is develop in ohio a day the gas and oil has cut down billions of trees in the past 10 years yes we can do other things
2020-09-16 06:08:13+00:00,1,1,"Changes to our climate are from our magnetic field of our planet being affected, causing rising magma and increased earthquake and volcanic activity, not man made greenhouse gases, if we would quit deforestation we would have less Co2 as trees absorb greenhouse gases and give back oxygen, if you do the research you will find the fires that are starting in Western US are all by fault lines and volcanic fields"
2020-09-15 21:42:37+00:00,1,0,Natural disasters. Hard to security? I wish they get better.
2020-09-16 22:30:20+00:00,1,0,Global warming seems to be accelerating.
2020-09-16 15:02:59+00:00,1,0,"Glaciers are melting, sea levels are rising, cloud forests are dying, and wildlife is scrambling to keep pace. It has become clear that humans have caused most of the past century's warming …"
2020-09-15 23:27:03+00:00,3,2,It’s as close to you as Air.. We must go to Solar power and eliminate Fossil Fuels or die from Viruses 🦠 we thought we’re extinct.. Only to find they were frozen in the Arctic 🥶
2020-09-16 03:43:47+00:00,1,9,"But it seems to me that wildfires does not happen everywhere, but california and few other places. So why is wildfire only limitd in few places?"
2020-09-16 04:58:35+00:00,0,0,I am a outdoors man in baltimore for 53 year's and our baltimore oriole likes cool air and our winters are so mild now I never seen one in 15 years now because it's warmer here now they stayed north and didn't come back !
2020-09-16 00:01:07+00:00,1,0,All this is the real truth but only our president dont beleived he is the one that have to support all this catástrofe with all the texes we paid he has to serve us not us we pay him to work for us country why we have to beg for help. Its not right.
2020-09-17 17:39:29+00:00,0,0,All I can say about all these changes----- I k ow these things must happen--& we get to watch it happening--in a way if you understand-(as nuch as a human can) it's kinda interesting---knowng what's on  the way
2020-09-16 00:24:42+00:00,2,0,We need to combat climate change so that the people and earth can survive
2020-09-16 01:00:17+00:00,0,0,The academic consultants to IPCC (International Panel for Climate Change) with the UN infamously falsified the data deleting whole data sets.
2020-09-16 01:11:19+00:00,0,0,"There are many factors involved and I am not going to type a book. Yes, the planet it's natural changes, but since the industrial revolution, mankind's abuse has taken its toll"
2020-09-16 18:20:23+00:00,0,0,Best Aug we ever had here?  But maybe a protest of all those rich people’s jets and extra large houses
2020-09-16 01:21:03+00:00,1,0,"What's this, like the 19th hottest year on record in 20 years? How long will it take for people to learn?"
2020-09-16 01:56:05+00:00,0,1,What happened between the 20’s and 40’s? What was introduced to cause the progression?
2020-09-16 11:37:04+00:00,0,0,Please send this informative article to our scientifically   stunted President . If enough people would do that it may annoy him somewhat. of course there are reports that he can't read so it may do little to no good sending him anything
2020-09-16 15:16:27+00:00,0,1,That is going to give Wyoming a wonderful year around climate but where are we going to put everyone who wants to move here?
2020-09-16 19:26:46+00:00,0,0,The reason to all this happened because our planet is dying each one of us he has to be one tree on this planet that's it will help everyone in the future special Future Kids more better oxygen because everything is happening is our fault because we do the mistake and then later we ask why
2020-09-15 22:21:06+00:00,0,1,There are lots of new things happening in our atmosphere that affect our daily climate activity we all must pay attention to the reality before us
2020-09-16 00:36:01+00:00,0,0,"The hottest decade was the 1930’s, and still is today. We’ve been cooling ever since."
2020-09-15 21:32:15+00:00,4,0,We all play a part....as a world we need to do better....
2020-09-16 01:01:41+00:00,0,0,Did you know that climate records only reliably go back 150 years?
2020-09-15 23:54:40+00:00,0,0,Northern hemisphere summer
2020-09-16 13:49:40+00:00,0,0,"Pensé que estaba sola en el tema de salvar el planeta ,yo lo estoy haciendo desde mi trabajo aunque no les guste a mi jefe yo evito utilizar hojas de papel para de esta manera ayudar  al planeta que se quede sin menos árboles a las grandes industria esto no les importa ni a mi jefe tampoco pero a mí si menos escrito menos copia y así .no habrá deforestación y tendremos un aire limpio para respirar"
2020-09-16 01:50:01+00:00,0,0,Pois e preocupantemas acreditem no actual presidents que para ele( e tudo falso) como a pandemia cov19e as mentiras que da a nacao e no final tenta desculpar- se com covardia tentando sacudir a agua do capote
2020-09-17 16:07:57+00:00,0,1,What would happen if we had Global Cooling????
2020-09-16 11:04:27+00:00,3,0,"The comments on this post are terrifying, didn't realize the right thinks NASA is a hoax too. God help us"
2020-09-15 21:57:11+00:00,0,7,1 degree change? Am I reading this right?
2020-09-16 03:48:18+00:00,0,0,Great Science!! Hard to deny!
2020-09-16 10:04:15+00:00,2,0,The comments are a fun read. Entertained by the planets dumbest science deniers on one thread.
2020-09-16 12:55:51+00:00,0,0,Lokepasa ke usa tiran mucho plástico y eso está echando a perder losdrenajes las aguas del mar y animales mueren por eso en México fas alatienda y llano tedan el mandado embolsa ya notaron eso
2020-09-16 01:01:24+00:00,0,0,"quick search says change by 1.5° C is 2.7° change in F, is that correct?"
2020-09-16 10:05:08+00:00,0,0,Oh my .... climate change effects us all
2020-09-16 02:30:41+00:00,1,0,Humans we are terrible to our planet.
2020-09-15 22:57:42+00:00,1,0,Donald Trump; Does Not Believe In Global Warming! Let’s Get A President; That Does! That Is Why The Climate; Is Going Ka -   Put!
2020-09-16 16:00:45+00:00,2,0,So glad NASA doesn't let the trolls and denialists go unchallenged!
2020-09-16 04:27:15+00:00,2,1,Its crazy how people negate science like this. You can draw them a huge picture and show them evidence and they will still scream bullshit lol. They won't realize it until it's too late.
2020-09-15 22:28:14+00:00,4,6,"I wrote a very researched term paper in 1999 of which my professor at UNO stated that he LEARNED SOMETHING. Titled ""Global Warming and The  Greenhouse Effect "", my Junior year. An A+ of course. I am a retired biology teacher. I have been having conversations with High School friends of then since 1975 about what is going to happen to our planet if we don't take care of it. There is so much more I voiced, ya'll already know ."
2020-09-16 00:55:14+00:00,0,0,"Es triste todo lo que esta pasando todo se destruye por todas 
Compañías
Luego no siembran nada de árboles yo
En mi casa
Tengo muchas sembrados
Muchas bendiciones pueblo 😂"
2020-09-16 01:53:03+00:00,1,3,Do not agree with climate change
2020-09-16 01:43:27+00:00,0,0,"More love , tu ecologic  tying positive, bendyciones  ,."
2020-09-15 22:56:11+00:00,0,0,The earth does have a  1/2 life.
2020-09-15 23:36:23+00:00,1,0,Save the planet 🌎
2020-09-16 01:28:16+00:00,0,0,Grasias ami tambien me da mucha tristeza Como danamos nuestro planeta y sin aser nada por cuidar nuestra casa de todos amen
2020-09-16 05:24:28+00:00,0,0,Yes  thank you  were dead in  November
2020-09-15 23:02:32+00:00,1,0,"Ivy Pantel-LaForge

The comments on this post made me physically ill"
2020-09-16 22:15:41+00:00,0,0,move to south pole
2020-09-16 02:52:17+00:00,0,0,Its  to late check mate
2020-09-15 22:58:07+00:00,1,0,Pues ay que aser algo para salvar nuestro planeta tan ermoso que es y nolo cuidamos
2020-09-15 23:11:04+00:00,8,0,"After all these decades protecting and informing Americans...thank you for your continued service and precision as the challenges of climate impacts arrive in full. May we all do better to mitigate, build resiliency, and use credible science in response. #NCA4 #SR15 #BuildBackBetter #SprintOnClimate"
2020-09-16 00:57:31+00:00,1,0,"It was ""global warming"" until science noticed it wasn't. So the globalists switched to ""Climate Change""."
2020-09-16 16:51:08+00:00,1,3,"NASA wants you to believe that man is the sole reason temperature increases. to be sure their own graphs when a thinking cap is put on shows most of the increase is well before man's influence. They also promote wild sea level increases, but again look at the sea level graph with your thinking cap on. Again the WILD rise was way before man was influencing anything here on earth. My point being carbon isn't poison man has flourished the most during the warm periods. Man isn't causing the flooding from rising seal levels that is natural, at most man can influence the speed of an occurrence. We need to find alternative energy sources because we need energy, cheap energy sources. Cheap energy saves lives on this earth, expensive energy kills people. We can prepare for changing climate but we cannot use energy we cannot afford to use. We need causes to save ourselves, for instance did you know the Big coastal cities most run by Democrats while telling you you need to pay the green shaman to make your weather better and safer for you, they are still dumping their poisons into the ocean because it is cheaper than disposing of them properly on land? Out of sight out of mind except you and I both know this is poisoning our oceans. While they tell us coral reefs dying are caused by your use of energy and that red tides are from a mysterious origin, they dump chemicals into our oceans without one acknowledgement of the damage this is doing! You know dumping in our oceans is wrong right? Where is the plastic coming from? Oh yeah straws which by the way are never found in the ocean are the cause not at all from their ocean dumped garbage starting to unravel. 

Think! Cheap energy and as important universal access to it is a human right, those that control our access to energy control us! Demand cheap energy to save Black Lives, demand ocean dumping STOP to save Black Lives!!!!!!!!!!! 

Stop the idiocy! 

We can do this!"
2020-09-15 21:40:25+00:00,11,0,Also people are forgetting about the delay factor when it comes to greenhouse gases.  The warming we are experiencing today is from decades past.  Like a pot of water on the stove it doesn’t come to a boil immediately. I’m really nervous on how this planet is going to look in my 60s and 70s....If I make it that far
2020-09-15 22:35:10+00:00,2,0,I’m in southern Ontario Canada  and we are blanketed by a haze of smoke from the West Coast this has never happened before
2020-09-20 17:38:28+00:00,0,0,Bruce Threlfall
2020-09-18 04:03:50+00:00,0,0,In deed.
2020-09-17 14:03:42+00:00,0,0,Hello PEOPLE its Happening  in our Lifetime
2020-09-17 12:47:25+00:00,0,0,INTERESTING
2020-09-17 00:11:20+00:00,0,0,Ya it’s going to happen
2020-09-16 15:28:05+00:00,0,0,Soooooo
2020-09-16 13:18:06+00:00,0,0,😃👏👦.
2020-09-16 12:55:14+00:00,0,0,Thanks 👍
2020-09-16 09:57:44+00:00,1,3,Dont agree
2020-09-16 05:49:03+00:00,0,0,We are the ☣️
2020-09-16 03:53:39+00:00,0,0,Among other things too !
2020-09-16 00:43:23+00:00,0,0,Wake up people's!!!!!
2020-09-16 00:33:24+00:00,0,0,Fake.
2020-09-15 22:59:03+00:00,3,0,Vote
2020-09-15 22:32:01+00:00,0,0,"Msfloodprevention.com
Save lives and land"
2023-12-14 18:54:00+00:00,28,34,I can’t help but notice the hot spots on the world map are where there are not very many thermometers. Isn’t this world-wide temperature map generated by models that fill in the areas without data?
2023-12-14 20:00:40+00:00,12,0,"This is becoming a trend, for those that are not paying attention 🫣"
2023-12-14 21:44:26+00:00,0,1,Good game forfeit at 2024
2023-12-20 18:15:56+00:00,0,0,"does the solar maximum affect 
the earth's core in any way -
or just the atmosphere & weather"
2023-12-14 18:40:45+00:00,24,40,Ok but what about like the 5 billion years before that? I’m sure there’s been times when it was even hotter or even colder. 🙄 Stop twist things to fit the narrative.
2023-12-14 18:14:16+00:00,20,0,"So much denial propaganda from those who don't understand basic science...

They are part of the threat to life through their ignorance and selfishness..."
2023-12-17 16:40:35+00:00,0,0,"Not every day of course, but we've been having really beautiful summer days here in Ventura County this December."
2023-12-16 17:07:11+00:00,9,2,Caused by human activities is the biggest lie. Get outta here NASA climate change.
